a4372731-1bf5-415d-a719-12febbf13e9b,ZiminaMM,F8OT1bvkuvM=,продавец
397953f5-d4ed-41fd-9b2f-41b419f102c1,SemyonovaVA,npslAobwdN30gQtvT2VuBg==,Менаджер
a2e85cf8-e568-4de2-bbcc-6a540f93b912,NikitaDL,EERbouYbnsc=,Менаджер
310f4bf8-5b45-44e9-92d5-69feeef34256,ShcherbakovSE,hKLZ0QQmA+FYSYxIqKqOYQ==,Менаджер
6e2bd1e6-6b3c-4b25-84a5-887b45f9d80f,MironovAD,N++Q9tLph5U=,Менаджер
a584ad68-2685-4f65-8ff2-2d7052ad9e06,LeonovMK,TCBsEi8X7Iw=,Менаджер
098fa857-b149-443c-b7c9-cad94400bc73,GorshkovDK,+NaNs9YHwpS3PVgR0ALLvA==,Менаджер
a4a2c0c8-584b-4a0d-ad27-913070b69825,KiselevVD,9ZM3Y+8QqrM=,Менаджер
0fcab181-6fe6-48d5-b605-0d43355839f6,TikhomirovMA,SlDkVFa0rjvJ6ek7FHa4PA==,продавец
02c6a2f1-87b3-48dd-afc0-4d7c0229b8f1,KorotkovaVG,nrX5j2LA4LOZ01ZNHscaVA==,Менаджер
d597d0c6-c618-482a-ab65-061c98440f90,PonomarevPD,jDJD9DSLs4PWYK7Wa8aB+g==,Менаджер
dccd1e96-8aae-43fd-891e-442ef6cb8197,AvdeevAE,eSsEX+HV4CA=,Менаджер
08655481-77c7-4c70-8955-0a0bb5e2ff54,FominaED,gevGbX/spfs=,Менаджер
92dc6f22-320b-48c1-be26-e2487a30b63c,KorneevAK,RT72HM8JjvY=,Менаджер
5448460b-6dfb-439a-af3f-0ccb5d0d9e72,SokolovAA,HlETObZxIg0=,Менаджер
51e4530b-40c3-4d17-982a-9d869ee46464,KondratievaAA,LzZ4EAEsbDzXf0rxZQcMgA==,Менаджер
aa09b739-1905-4ab6-b6cc-64ba5ca4d03f,DanilovaEV,+cupsOc2E9f+jA0y+CRiQA==,Менаджер
ef3b8df3-039a-43d2-b27c-ac9548c6dbfa,ShcherbakovLD,hKLZ0QQmA+FYSYxIqKqOYQ==,продавец
57622f58-bcab-453d-809f-7b1ca2914041,GrigorievaPZ,FtCYOiGYiRunNKvr/rs35A==,Менаджер
c1b4c0c5-7d24-4288-aefa-93edc873d46f,KorolovaDM,KCOPn/KR6T/F/20+68uSWA==,Менаджер
455d4e41-b6ff-4f19-a8f8-177ddb4e957d,GrigorievRK,FtCYOiGYiRtNTkDYo1/FCg==,Менаджер
cd76ecdc-cb2a-4152-8e1c-70aadf26a694,EfremovTD,Vrn5UkhZxiY=,Менаджер
a8a9eebb-dea3-4673-8a26-08c1193d129e,KudryavtsevFD,HtxzjDTBoqOo/zGXYkWEeg==,Менаджер
c55acc1e-7008-49f6-954d-5f8fe0c32fe6,PetrovaVA,n/6R1ccf7+w=,Менаджер
ac9ecc34-8058-4308-a01a-f2cdb70d0c95,LebedevaYM,gyqhIiMZT4VOjxqBt7odhA==,Менаджер
1db1deb6-87cb-47b8-b55b-acf92d0ffff1,GorelovMI,2zeA0CPUlNE=,продавец
daa8aec3-f392-4a3d-bbda-2bcd074570c0,KozlovKP,3boyActmIhA=,Менаджер
49a895c4-c0bc-4348-a8a4-30a036906c9b,LobanovaTE,edoDb8SMoQkaA1QggZaBMg==,Менаджер
a95f06b4-d990-4df5-ac62-b7323e8be480,VoronovaMP,zQuakzY7lhlwyg5LgYqO9A==,Менаджер
ef5a8071-8ab1-4857-be5c-df4dce0d8d17,SychevGM,LPwLGpznDsc=,Менаджер
c3f9d2a8-607b-47ff-8bd9-6f91c2be017e,KirillovAF,IZme8EVXSDIHDuog8nIyuQ==,Менаджер
a473d87e-1144-4458-8421-947dc858a847,KrasnovaPM,aR0+16Xl73l/k7vNCwJXJQ==,Менаджер
6d06eb4b-28b0-479b-b684-3201165fd055,ErmolovMM,dxXbEFhde2w=,Менаджер
4b8929d2-9e0a-4c76-98b0-80026a21a16c,KalininaAN,yH/g70XmORxDpCFCV07xYw==,Менаджер
4e80e2cc-5216-466a-a84f-2bb333a128c1,GusevaVD,Oty0hUxfcdQ=,Менаджер
74240ffc-80e8-44b5-a2c0-7ca70e858d18,FokinaAA,M7YHCTRUkNQ=,продавец
c79edcfa-97cb-4e5e-b970-b97722f94180,BelyakovME,NJSqON9yDeUxXXz+Jr89+A==,Менаджер
6169117b-a844-47f9-b69e-a6d1c22b2390,SpiridonovDS,vgpHZ5FUwf8bsO5mOehfCw==,Менаджер
02d813d0-63e3-41ea-890b-afa9787ffa5f,TerentyevaAI,dx/0zy4CjnM+l/LscOd+Tw==,Менаджер
84d7eeb8-318f-47a4-89bb-62c28c242c9e,EfremovAS,Vrn5UkhZxiY=,Менаджер
07447b79-e630-4697-855d-854b828e2a43,MedvedevaNA,tFaLZP7Evrn9cx1gYIpfiA==,Менаджер
55cda953-48fc-4214-80c0-a2aa3c07c2d1,PetrovaOG,n/6R1ccf7+w=,Менаджер
53414c21-05cc-4001-909d-6c9b02cf95d8,AnisimovIA,Qxev+8gdzhrrsO6LcGMEng==,Менаджер
b1699284-2155-4ebd-ab4d-c64081f6e704,EgorovaVN,zzChpFWcIlI=,Менаджер
13fc181d-c59b-4eff-8e55-f6c751c58d32,SmirnovMG,zaGYSGTmykY=,Менаджер
a6599628-7776-42c9-892c-d0db495ebd05,MayorovaSS,GzZB9IoT5fs9r0cmn2eGbA==,Менаджер
7fffbb46-f575-4c59-a292-69d819cc9284,SafonovDA,B0adtktCnwg=,Менаджер
4452ab4e-1825-428c-ac4f-f446abc815ee,NikitinAD,Pp8ZAR0EtzA=,Менаджер
a94520c5-410f-4102-8b58-948c888f6ed3,ArkhipovaDI,w7whRojZC1TGMLPMtaMN/A==,Менаджер
1217668e-308d-4d7e-812d-9e496e5e1d06,KorolevMM,9sJdtdFB6yA=,Кладовщик
